episode_id,step,reward_mean_0,reward_mean_1,reward_total_0,reward_total_1,episode_length_steps,avg_speed_0_kmh,avg_speed_1_kmh,max_speed_0_kmh,max_speed_1_kmh,avg_angle_0_rad,avg_angle_1_rad,laps_0,laps_1,overtakes_0,overtakes_1,min_distance_m,avg_distance_m,pct_leader_0,pct_leader_1,max_meters_traveled_0,max_meters_traveled_1,max_progress_pct_0,max_progress_pct_1,best_lap_time_0_s,best_lap_time_1_s,policy_loss,value_loss,reason
5784,2131948,0.3859,0.2849,42.45,31.33,110,48.33,45.03,73.12,57.51,0.062,0.055,0,0,0,0,3.39,0.76,96.4,3.6,74.0,70.0,1.32,1.25,NaN,NaN,NaN,NaN,wall_collision
5785,2132048,0.2500,0.3910,25.00,39.10,100,41.49,47.15,51.71,72.78,0.064,0.064,0,0,0,1,3.38,1.42,61.0,39.0,58.0,66.0,1.03,1.17,NaN,NaN,NaN,NaN,wall_collision
5786,2132136,0.2428,0.3693,21.37,32.49,88,40.65,43.69,52.77,64.30,0.054,0.054,0,0,0,0,3.55,0.64,73.9,26.1,50.0,54.0,0.89,0.96,NaN,NaN,NaN,NaN,wall_collision
5787,2132255,0.3913,0.2969,46.56,35.33,119,49.32,46.84,74.05,66.20,0.081,0.057,0,0,0,0,3.11,0.86,98.3,1.7,82.0,78.0,1.46,1.39,NaN,NaN,0.10366,4.73029,wall_collision
5788,2132613,0.4525,0.3954,161.99,141.56,358,89.38,77.94,120.36,119.13,0.088,0.079,0,0,0,0,2.92,22.79,75.1,24.9,442.0,386.0,7.87,6.87,NaN,NaN,NaN,NaN,wall_collision
5789,2132705,0.2448,0.3979,22.52,36.61,92,40.60,44.94,52.98,65.44,0.066,0.076,0,0,0,1,3.89,1.07,64.1,35.9,52.0,58.0,0.93,1.03,NaN,NaN,NaN,NaN,wall_collision
5790,2133061,0.3813,0.4556,135.73,162.20,356,76.07,89.85,113.96,130.13,0.069,0.073,0,0,0,1,2.78,24.14,32.3,67.7,376.0,442.0,6.69,7.87,NaN,NaN,0.01912,6.72551,wall_collision
5791,2133259,0.3948,0.3723,78.16,73.72,198,66.34,65.01,100.46,98.03,0.058,0.092,0,0,0,0,3.16,2.33,100.0,0.0,182.0,178.0,3.24,3.17,NaN,NaN,-0.06516,1.63365,car_collision
5792,2133613,0.4139,0.4427,146.51,156.71,354,81.00,89.24,121.45,131.77,0.077,0.067,0,0,0,1,2.66,13.37,19.8,80.2,398.0,436.0,7.09,7.76,NaN,NaN,NaN,NaN,wall_collision
5793,2133955,0.4567,0.3708,156.20,126.80,342,92.09,74.22,130.39,117.75,0.077,0.069,0,0,0,0,2.85,32.53,97.7,2.3,436.0,352.0,7.76,6.27,NaN,NaN,-0.06939,14.57245,wall_collision
5794,2134306,0.4109,0.4667,144.23,163.81,351,78.62,89.54,112.88,127.38,0.090,0.095,0,0,0,1,2.96,15.49,39.6,60.4,382.0,434.0,6.80,7.73,NaN,NaN,-0.16427,1.65767,wall_collision
5795,2134551,0.4338,0.4554,106.27,111.57,245,75.12,75.35,111.43,111.96,0.123,0.076,0,0,0,1,2.93,1.92,41.6,58.4,256.0,256.0,4.56,4.56,NaN,NaN,NaN,NaN,car_collision
5796,2134812,0.3842,0.3722,100.28,97.14,261,74.36,75.60,114.46,107.23,0.089,0.102,0,0,0,1,2.40,4.13,39.1,60.9,270.0,274.0,4.81,4.88,NaN,NaN,-0.22730,2.25866,car_collision
5797,2135170,0.4181,0.3647,149.69,130.57,358,87.79,76.81,119.88,111.61,0.114,0.088,0,0,0,0,2.36,21.75,96.9,3.1,434.0,382.0,7.73,6.80,NaN,NaN,NaN,NaN,wall_collision
5798,2135512,0.4447,0.3715,152.09,127.05,342,92.08,78.50,135.80,123.43,0.073,0.085,0,0,0,0,3.56,28.37,100.0,0.0,436.0,372.0,7.76,6.62,NaN,NaN,-0.10262,6.82659,wall_collision
5799,2135811,0.4191,0.3808,125.30,113.86,299,85.39,73.21,122.71,104.73,0.105,0.082,0,0,0,0,3.14,17.18,100.0,0.0,354.0,304.0,6.30,5.41,NaN,NaN,-0.02441,1.96000,wall_collision
5800,2136211,0.4024,0.4609,160.96,184.34,400,79.63,83.27,101.59,112.06,0.092,0.116,0,0,0,1,2.74,7.73,37.8,62.2,440.0,459.0,7.83,8.17,NaN,NaN,NaN,NaN,wall_collision
5801,2136579,0.4098,0.2860,150.81,105.25,368,86.57,76.01,123.16,108.97,0.083,0.245,0,0,0,0,3.15,16.85,100.0,0.0,442.0,388.0,7.87,6.91,NaN,NaN,-0.08555,4.08796,wall_collision
5802,2136939,0.4341,0.3990,156.28,143.66,360,87.67,81.60,116.17,121.59,0.095,0.076,0,0,0,0,2.85,16.12,96.7,3.3,436.0,408.0,7.76,7.26,NaN,NaN,0.06022,4.46487,wall_collision
5803,2137163,0.4042,0.4081,90.54,91.41,224,68.03,74.01,92.40,109.57,0.124,0.088,0,0,0,1,2.74,2.92,54.9,45.1,212.0,230.0,3.77,4.09,NaN,NaN,NaN,NaN,wall_collision
5804,2137535,0.4227,0.3961,157.24,147.37,372,85.57,76.41,124.75,102.99,0.096,0.075,0,0,0,0,2.35,10.95,99.2,0.8,440.0,394.0,7.83,7.01,NaN,NaN,0.01712,12.53337,wall_collision
5805,2137895,0.4374,0.4047,157.45,145.69,360,87.73,78.51,117.24,112.26,0.079,0.075,0,0,0,0,2.36,15.90,90.8,9.2,438.0,392.0,7.80,6.98,NaN,NaN,0.14394,2.13608,wall_collision
5806,2138261,0.4031,0.4377,147.55,160.18,366,78.48,85.39,114.20,118.15,0.079,0.122,0,0,0,1,3.04,14.27,38.0,62.0,398.0,432.0,7.09,7.69,NaN,NaN,NaN,NaN,wall_collision
5807,2138624,0.4090,0.3507,148.46,127.32,363,87.25,75.23,115.52,104.93,0.092,0.081,0,0,0,0,2.20,21.54,90.4,9.6,438.0,378.0,7.80,6.73,NaN,NaN,-0.13972,3.80931,wall_collision
5808,2138793,0.3516,0.4322,59.41,73.04,169,57.81,60.93,83.33,94.69,0.062,0.075,0,0,0,1,2.74,1.36,57.4,42.6,136.0,142.0,2.42,2.53,NaN,NaN,NaN,NaN,wall_collision
5809,2138975,0.4347,0.3742,79.12,68.10,182,65.63,63.23,100.33,94.92,0.058,0.076,0,0,0,0,2.73,1.87,100.0,0.0,166.0,160.0,2.96,2.85,NaN,NaN,-0.05736,1.16989,wall_collision
5810,2139169,0.4630,0.4013,89.82,77.86,194,67.93,66.24,106.03,98.84,0.048,0.080,0,0,0,0,2.98,1.49,100.0,0.0,184.0,178.0,3.28,3.17,NaN,NaN,NaN,NaN,wall_collision
5811,2139520,0.4432,0.3837,155.58,134.69,351,90.39,78.09,131.18,116.18,0.071,0.065,0,0,0,0,2.86,22.90,100.0,0.0,440.0,380.0,7.83,6.77,NaN,NaN,0.04664,1.66160,wall_collision
5812,2139889,0.4022,0.3992,148.41,147.31,369,81.20,82.81,114.69,110.39,0.081,0.187,0,0,0,1,2.90,10.62,33.9,66.1,416.0,422.0,7.41,7.51,NaN,NaN,0.05965,6.41158,wall_collision
5813,2140239,0.3951,0.4656,138.28,162.96,350,78.13,90.69,110.68,125.22,0.079,0.074,0,0,0,1,2.58,20.45,38.6,61.4,380.0,440.0,6.77,7.83,NaN,NaN,NaN,NaN,wall_collision
5814,2140556,0.3713,0.3892,117.71,123.39,317,75.66,82.29,113.91,116.53,0.073,0.172,0,0,0,1,2.67,16.38,25.2,74.8,332.0,362.0,5.91,6.44,NaN,NaN,-0.11008,1.26131,wall_collision
5815,2140921,0.3988,0.4621,145.57,168.67,365,76.24,88.51,106.25,121.23,0.069,0.088,0,0,0,1,2.79,19.90,39.2,60.8,386.0,446.0,6.87,7.94,NaN,NaN,-0.07865,3.98152,wall_collision
5816,2141271,0.4507,0.4074,157.73,142.58,350,90.63,81.16,128.05,113.32,0.082,0.077,0,0,0,0,2.48,15.60,86.9,13.1,438.0,394.0,7.80,7.01,NaN,NaN,NaN,NaN,wall_collision
5817,2141637,0.4288,0.3899,156.95,142.70,366,86.33,77.77,113.91,102.29,0.098,0.110,0,0,0,0,3.03,17.54,100.0,0.0,438.0,394.0,7.80,7.01,NaN,NaN,0.01599,0.94861,wall_collision
5818,2141998,0.4344,0.4052,156.84,146.29,361,87.50,79.04,121.13,110.69,0.091,0.061,0,0,0,0,2.62,14.17,99.4,0.6,436.0,396.0,7.76,7.05,NaN,NaN,-0.02773,0.97359,wall_collision
5819,2142175,0.3922,0.3624,69.42,64.14,177,64.30,62.86,98.94,88.60,0.057,0.110,0,0,0,0,2.55,0.86,98.3,1.7,158.0,154.0,2.81,2.74,NaN,NaN,NaN,NaN,car_collision
5820,2142482,0.4564,0.3323,140.13,102.02,307,87.39,73.68,124.64,98.72,0.085,0.112,0,0,0,0,2.69,15.54,96.4,3.6,372.0,314.0,6.62,5.59,NaN,NaN,-0.19030,3.98779,wall_collision
5821,2142839,0.3802,0.4367,135.73,155.90,357,74.53,88.14,100.04,126.60,0.105,0.098,0,0,0,1,2.75,18.11,17.6,82.4,368.0,434.0,6.55,7.73,NaN,NaN,NaN,NaN,wall_collision
5822,2143197,0.4063,0.3637,145.47,130.21,358,87.35,77.34,120.90,114.56,0.110,0.087,0,0,0,0,3.24,22.42,100.0,0.0,434.0,384.0,7.73,6.84,NaN,NaN,0.02653,2.30278,wall_collision
5823,2143265,0.1311,0.1348,8.91,9.17,68,38.95,39.61,54.23,56.35,0.054,0.047,0,0,0,0,2.09,0.15,92.6,7.4,38.0,38.0,0.68,0.68,NaN,NaN,NaN,NaN,car_collision
5824,2143354,0.1898,0.1769,16.89,15.74,89,44.57,43.81,65.02,65.76,0.050,0.048,0,0,0,0,2.16,0.38,100.0,0.0,56.0,54.0,1.00,0.96,NaN,NaN,NaN,NaN,car_collision
5825,2143709,0.3956,0.4377,140.45,155.39,355,76.44,88.37,113.83,127.01,0.084,0.114,0,0,0,1,2.92,18.61,38.3,61.7,376.0,434.0,6.69,7.73,NaN,NaN,-0.09618,58.03078,wall_collision
5826,2143929,0.4812,0.4309,105.87,94.80,220,72.70,71.67,115.99,111.36,0.056,0.079,0,0,0,0,2.38,0.68,96.4,3.6,222.0,218.0,3.95,3.88,NaN,NaN,NaN,NaN,wall_collision
5827,2144187,0.3673,0.3816,94.77,98.44,258,66.91,75.21,95.80,102.64,0.078,0.108,0,0,0,1,2.47,10.25,36.0,64.0,240.0,268.0,4.27,4.77,NaN,NaN,-0.19054,3.45963,wall_collision
5828,2144466,0.3624,0.3524,101.10,98.31,279,72.36,77.31,101.09,104.72,0.066,0.152,0,0,0,1,2.24,7.46,41.9,58.1,280.0,300.0,4.98,5.34,NaN,NaN,NaN,NaN,wall_collision
5829,2144597,0.3227,0.3038,42.27,39.80,131,55.33,53.61,84.66,80.50,0.045,0.054,0,0,0,0,2.72,0.89,100.0,0.0,100.0,98.0,1.78,1.74,NaN,NaN,-0.12993,13.32313,car_collision
5830,2144943,0.4440,0.4145,153.61,143.43,346,91.19,80.42,131.07,111.22,0.083,0.091,0,0,0,0,2.53,13.47,97.1,2.9,436.0,386.0,7.76,6.87,NaN,NaN,NaN,NaN,wall_collision
5831,2145279,0.4248,0.4466,142.74,150.05,336,80.27,87.03,111.41,121.12,0.086,0.116,0,0,0,1,2.49,9.58,42.9,57.1,374.0,404.0,6.66,7.19,NaN,NaN,-0.15408,9.73892,wall_collision
5832,2145622,0.4111,0.3697,141.02,126.80,343,86.11,75.82,119.04,118.90,0.139,0.080,0,0,0,0,2.65,22.27,99.7,0.3,410.0,360.0,7.30,6.41,NaN,NaN,-0.06579,1.63913,wall_collision
5833,2145943,0.4339,0.3803,139.29,122.09,321,87.37,74.60,128.84,112.34,0.131,0.107,0,0,0,0,2.68,16.77,91.0,9.0,390.0,332.0,6.94,5.91,NaN,NaN,NaN,NaN,wall_collision
5834,2146293,0.3952,0.4147,138.31,145.16,350,89.19,83.16,127.22,122.15,0.206,0.066,0,0,0,0,2.72,14.01,96.0,4.0,432.0,404.0,7.69,7.19,NaN,NaN,0.13194,12.45088,wall_collision
5835,2146451,0.3983,0.3315,62.93,52.38,158,60.43,57.45,94.83,87.67,0.059,0.077,0,0,0,0,2.50,2.03,100.0,0.0,132.0,126.0,2.35,2.24,NaN,NaN,NaN,NaN,wall_collision
5836,2146578,0.4118,0.3292,52.30,41.81,127,54.77,53.75,84.93,82.76,0.042,0.072,0,0,0,0,2.69,1.06,100.0,0.0,96.0,94.0,1.71,1.67,NaN,NaN,-0.19014,3.05756,wall_collision
5837,2146751,0.3835,0.4461,66.35,77.17,173,62.73,63.85,98.81,99.47,0.067,0.065,0,0,0,0,2.79,0.92,65.9,34.1,150.0,154.0,2.67,2.74,NaN,NaN,NaN,NaN,wall_collision
5838,2147095,0.4460,0.4137,153.41,142.32,344,91.40,82.86,130.43,125.47,0.082,0.077,0,0,0,0,3.22,15.43,99.4,0.6,434.0,396.0,7.73,7.05,NaN,NaN,0.01248,6.32190,wall_collision
5839,2147447,0.4434,0.4560,156.09,160.51,352,84.42,90.49,115.54,130.23,0.082,0.108,0,0,0,1,2.40,8.03,49.1,50.9,412.0,440.0,7.33,7.83,NaN,NaN,NaN,NaN,wall_collision
5840,2147691,0.4243,0.4221,103.54,103.00,244,77.65,77.90,123.43,120.13,0.065,0.075,0,0,0,0,2.22,0.70,64.8,35.2,262.0,264.0,4.66,4.70,NaN,NaN,-0.06434,4.77771,car_collision
5841,2147968,0.3659,0.3921,101.37,108.60,277,73.72,81.28,107.81,115.82,0.065,0.120,0,0,0,1,2.66,12.48,28.2,71.8,284.0,312.0,5.06,5.55,NaN,NaN,NaN,NaN,wall_collision
5842,2148118,0.4285,0.3557,64.28,53.35,150,58.93,57.80,95.04,92.77,0.051,0.053,0,0,0,0,2.60,0.95,100.0,0.0,122.0,120.0,2.17,2.14,NaN,NaN,-0.00860,10.50004,wall_collision
5843,2148466,0.4491,0.3946,156.30,137.33,348,91.39,79.32,127.77,110.32,0.070,0.081,0,0,0,0,2.78,20.31,100.0,0.0,440.0,382.0,7.83,6.80,NaN,NaN,NaN,NaN,wall_collision
5844,2148802,0.4637,0.4123,155.81,138.54,336,94.57,81.07,142.22,117.65,0.061,0.063,0,0,0,0,3.05,18.37,100.0,0.0,440.0,378.0,7.83,6.73,NaN,NaN,0.05273,1.32274,wall_collision
5845,2149090,0.3587,0.3830,103.31,110.31,288,69.99,77.69,103.18,106.10,0.078,0.194,0,0,0,1,2.67,14.47,25.7,74.3,280.0,310.0,4.98,5.52,NaN,NaN,NaN,NaN,wall_collision
5846,2149466,0.3803,0.3886,142.99,146.10,376,85.37,80.18,117.56,110.34,0.092,0.090,0,0,0,0,2.38,10.53,100.0,0.0,444.0,418.0,7.90,7.44,NaN,NaN,0.12041,3.35039,wall_collision
5847,2149833,0.4370,0.4212,160.39,154.57,367,87.25,80.56,117.86,116.86,0.105,0.058,0,0,0,0,2.56,13.35,92.1,7.9,442.0,410.0,7.87,7.30,NaN,NaN,-0.22500,1.58356,wall_collision
5848,2150185,0.4269,0.4737,150.26,166.75,352,80.17,90.43,112.12,124.66,0.064,0.069,0,0,0,1,2.72,13.73,41.8,58.2,392.0,440.0,6.98,7.83,NaN,NaN,-0.25010,1.95483,wall_collision
5849,2150542,0.4203,0.4410,150.04,157.43,357,81.32,87.72,105.68,120.45,0.092,0.087,0,0,0,1,2.49,9.27,44.8,55.2,402.0,432.0,7.16,7.69,NaN,NaN,NaN,NaN,wall_collision
5850,2150762,0.4837,0.4338,106.41,95.43,220,73.45,72.22,112.26,106.78,0.053,0.072,0,0,0,0,3.07,1.28,96.8,3.2,224.0,220.0,3.99,3.92,NaN,NaN,0.02530,0.82102,wall_collision
5851,2151101,0.4334,0.4068,146.92,137.89,339,92.45,83.25,135.86,117.95,0.079,0.070,0,0,0,0,2.66,15.01,100.0,0.0,434.0,392.0,7.73,6.98,NaN,NaN,NaN,NaN,wall_collision
5852,2151454,0.3654,0.4291,128.98,151.46,353,73.92,87.96,105.91,134.70,0.107,0.096,0,0,0,1,3.13,21.08,19.5,80.5,362.0,430.0,6.44,7.66,NaN,NaN,-0.04773,4.11330,wall_collision
5853,2151805,0.3960,0.4374,139.01,153.53,351,77.39,87.55,102.62,126.16,0.106,0.120,0,0,0,1,3.15,14.56,31.9,68.1,376.0,426.0,6.69,7.58,NaN,NaN,-0.09272,1.89626,wall_collision
5854,2152161,0.4432,0.3723,157.79,132.55,356,90.00,76.51,130.15,116.38,0.070,0.101,0,0,0,0,2.96,25.60,99.7,0.3,444.0,378.0,7.90,6.73,NaN,NaN,NaN,NaN,wall_collision
5855,2152528,0.3938,0.4188,144.54,153.69,367,80.55,86.51,111.40,117.52,0.060,0.093,0,0,0,1,3.39,12.03,17.2,82.8,410.0,438.0,7.30,7.80,NaN,NaN,0.04870,3.95070,wall_collision
5856,2152855,0.4388,0.2921,143.48,95.51,327,86.13,71.89,119.64,99.44,0.074,0.194,0,0,0,0,3.57,19.47,100.0,0.0,390.0,326.0,6.94,5.80,NaN,NaN,-0.13339,0.74390,wall_collision
5857,2152982,0.3151,0.4269,40.02,54.22,127,50.45,52.95,77.00,79.46,0.064,0.054,0,0,0,1,3.10,1.26,52.8,47.2,88.0,94.0,1.57,1.67,NaN,NaN,NaN,NaN,wall_collision
5858,2153345,0.4052,0.4394,147.09,159.50,363,82.03,88.49,116.21,119.75,0.088,0.069,0,0,0,1,2.94,15.43,30.0,70.0,412.0,444.0,7.33,7.90,NaN,NaN,0.04596,14.52171,wall_collision
5859,2153426,0.2212,0.2420,17.92,19.60,81,42.02,42.94,59.63,63.02,0.037,0.042,0,0,0,0,2.36,0.27,86.4,13.6,48.0,48.0,0.85,0.85,NaN,NaN,NaN,NaN,car_collision
5860,2153784,0.4284,0.3805,153.38,136.21,358,88.62,79.39,121.76,116.14,0.072,0.086,0,0,0,0,3.30,20.95,100.0,0.0,438.0,394.0,7.80,7.01,NaN,NaN,-0.03914,40.33335,wall_collision
5861,2153959,0.4442,0.3787,77.73,66.28,175,62.67,61.12,94.72,91.49,0.049,0.062,0,0,0,0,3.43,1.47,100.0,0.0,152.0,148.0,2.71,2.63,NaN,NaN,NaN,NaN,wall_collision
5862,2154335,0.4503,0.4455,169.30,167.52,376,85.58,80.89,119.86,111.32,0.069,0.072,0,0,0,0,3.34,7.91,99.7,0.3,446.0,422.0,7.94,7.51,NaN,NaN,-0.20267,1.42811,wall_collision
5863,2154568,0.4282,0.4935,99.77,114.98,233,72.05,74.30,102.91,107.24,0.115,0.051,0,0,0,1,3.37,0.94,64.8,35.2,232.0,240.0,4.13,4.27,NaN,NaN,NaN,NaN,wall_collision
5864,2154932,0.4397,0.3237,160.06,117.83,364,85.97,78.12,119.68,114.15,0.083,0.152,0,0,0,0,2.87,16.99,100.0,0.0,434.0,394.0,7.73,7.01,NaN,NaN,0.22435,8.53567,wall_collision
5865,2155301,0.4436,0.3829,163.70,141.27,369,87.72,72.44,119.38,107.42,0.084,0.147,0,0,0,0,3.13,17.44,87.5,12.5,448.0,370.0,7.98,6.59,NaN,NaN,0.16163,9.15088,wall_collision
5866,2155668,0.4105,0.4429,150.67,162.55,367,79.84,87.04,116.52,124.31,0.089,0.075,0,0,0,1,3.18,14.35,27.8,72.2,406.0,442.0,7.23,7.87,NaN,NaN,NaN,NaN,wall_collision
5867,2155939,0.4826,0.4019,130.79,108.90,271,78.39,75.42,112.41,108.85,0.077,0.187,0,0,0,0,3.05,0.87,81.9,18.1,294.0,284.0,5.23,5.06,NaN,NaN,-0.04055,0.82203,wall_collision
5868,2156294,0.4298,0.4633,152.59,164.48,355,82.10,89.12,117.58,125.86,0.064,0.081,0,0,0,1,3.46,12.72,45.4,54.6,404.0,438.0,7.19,7.80,NaN,NaN,-0.06870,3.93092,wall_collision
5869,2156658,0.4219,0.3811,153.59,138.73,364,87.77,83.28,121.68,115.44,0.084,0.103,0,0,0,0,3.10,9.37,100.0,0.0,442.0,420.0,7.87,7.48,NaN,NaN,NaN,NaN,wall_collision
5870,2156927,0.4575,0.5015,123.06,134.92,269,77.13,77.92,107.80,113.27,0.078,0.072,0,0,0,0,2.74,0.74,72.9,27.1,288.0,290.0,5.13,5.16,NaN,NaN,-0.05737,1.76724,wall_collision
5871,2157067,0.3420,0.4174,47.88,58.43,140,55.22,55.98,86.34,87.04,0.052,0.055,0,0,0,0,3.33,0.60,70.0,30.0,108.0,108.0,1.92,1.92,NaN,NaN,NaN,NaN,wall_collision
5872,2157440,0.3964,0.1279,147.84,47.72,373,81.95,74.34,115.70,119.34,0.112,0.564,0,0,0,1,3.47,15.47,29.5,70.5,424.0,382.0,7.55,6.80,NaN,NaN,-0.22218,4.47020,wall_collision
5873,2157792,0.4130,0.3953,145.39,139.13,352,89.94,84.20,126.05,116.12,0.101,0.087,0,0,0,0,3.73,13.70,100.0,0.0,438.0,412.0,7.80,7.33,NaN,NaN,NaN,NaN,wall_collision
5874,2158167,0.4215,0.4436,158.06,166.35,375,81.35,86.40,114.03,124.37,0.111,0.136,0,0,0,1,2.74,13.04,32.5,67.5,424.0,446.0,7.55,7.94,NaN,NaN,-0.03791,2.93999,wall_collision
5875,2158295,0.4038,0.3220,51.68,41.22,128,53.19,51.78,78.28,81.07,0.069,0.051,0,0,0,0,3.64,1.11,100.0,0.0,94.0,92.0,1.67,1.64,NaN,NaN,NaN,NaN,wall_collision
5876,2158646,0.4194,0.4579,147.22,160.71,351,83.69,90.99,117.94,127.44,0.131,0.074,0,0,0,1,3.03,11.58,29.6,70.4,408.0,442.0,7.26,7.87,NaN,NaN,0.04685,4.54764,wall_collision
5877,2159006,0.4294,0.4387,154.60,157.92,360,88.22,83.94,118.30,114.56,0.085,0.093,0,0,0,0,3.52,8.31,100.0,0.0,438.0,420.0,7.80,7.48,NaN,NaN,0.08585,1.76695,wall_collision
5878,2159290,0.3538,0.3857,100.48,109.54,284,77.84,74.90,104.19,115.53,0.159,0.066,0,0,0,0,3.49,10.20,96.8,3.2,306.0,296.0,5.45,5.27,NaN,NaN,NaN,NaN,wall_collision
5879,2159648,0.4271,0.4531,152.88,162.22,358,83.18,88.31,118.10,118.16,0.088,0.078,0,0,0,1,3.56,11.12,37.7,62.3,414.0,438.0,7.37,7.80,NaN,NaN,-0.17503,7.55311,wall_collision
5880,2160003,0.3921,0.3794,139.19,134.68,355,82.94,83.67,122.77,110.95,0.089,0.136,0,0,0,1,3.82,12.19,14.9,85.1,408.0,412.0,7.26,7.33,NaN,NaN,-0.12424,1.01604,wall_collision
5881,2160208,0.4193,0.4705,85.97,96.44,205,69.47,69.69,105.49,105.42,0.061,0.051,0,0,0,0,3.29,0.33,86.3,13.7,198.0,198.0,3.52,3.52,NaN,NaN,NaN,NaN,wall_collision
5882,2160326,0.4014,0.3096,47.37,36.53,118,51.80,50.44,78.47,77.59,0.060,0.043,0,0,0,0,3.50,0.88,100.0,0.0,84.0,82.0,1.50,1.46,NaN,NaN,NaN,NaN,wall_collision
5883,2160443,0.3104,0.2843,36.31,33.26,117,51.66,50.52,76.99,76.16,0.051,0.053,0,0,0,0,2.75,1.01,100.0,0.0,84.0,82.0,1.50,1.46,NaN,NaN,0.01507,7.57093,car_collision
5884,2160725,0.4169,0.4135,117.58,116.60,282,72.55,77.74,98.84,108.08,0.085,0.152,0,0,0,1,2.93,3.23,60.6,39.4,284.0,304.0,5.06,5.41,NaN,NaN,NaN,NaN,wall_collision
5885,2161075,0.4250,0.4002,148.77,140.08,350,89.82,82.69,130.21,122.01,0.075,0.081,0,0,0,0,3.25,13.86,100.0,0.0,436.0,402.0,7.76,7.16,NaN,NaN,0.25762,25.06536,wall_collision
5886,2161438,0.4082,0.3993,148.18,144.93,363,87.83,80.96,122.84,108.09,0.091,0.074,0,0,0,0,3.01,11.53,100.0,0.0,440.0,408.0,7.83,7.26,NaN,NaN,-0.03801,1.11848,wall_collision
5887,2161776,0.4491,0.4541,151.79,153.50,338,83.79,89.07,125.44,129.53,0.058,0.110,0,0,0,1,2.70,8.00,49.1,50.9,392.0,418.0,6.98,7.44,NaN,NaN,NaN,NaN,wall_collision
5888,2161999,0.3983,0.4440,88.81,99.02,223,71.26,74.55,104.25,114.91,0.069,0.054,0,0,0,1,3.49,3.34,22.4,77.6,220.0,230.0,3.92,4.09,NaN,NaN,0.05012,1.85075,wall_collision
5889,2162360,0.3871,0.4467,139.74,161.25,361,78.71,88.68,120.69,117.95,0.099,0.093,0,0,0,1,2.82,24.48,29.4,70.6,394.0,442.0,7.01,7.87,NaN,NaN,NaN,NaN,wall_collision
5890,2162684,0.3909,0.4119,126.64,133.45,324,76.87,84.24,105.38,119.95,0.156,0.142,0,0,0,1,3.62,8.56,29.6,70.4,346.0,378.0,6.16,6.73,NaN,NaN,-0.08344,3.68249,wall_collision
5891,2163029,0.4220,0.4495,145.59,155.09,345,85.07,91.23,127.23,132.42,0.062,0.073,0,0,0,1,3.72,12.86,23.8,76.2,408.0,436.0,7.26,7.76,NaN,NaN,0.12938,3.75903,wall_collision
5892,2163376,0.4447,0.4135,154.30,143.50,347,90.53,80.77,129.18,118.89,0.095,0.077,0,0,0,0,4.02,15.37,100.0,0.0,436.0,388.0,7.76,6.91,NaN,NaN,NaN,NaN,wall_collision
5893,2163537,0.4422,0.3718,71.20,59.87,161,62.57,60.95,98.28,98.29,0.052,0.053,0,0,0,0,3.43,1.40,100.0,0.0,140.0,136.0,2.49,2.42,NaN,NaN,-0.01359,4.16885,wall_collision
5894,2163855,0.3826,0.4803,121.67,152.73,318,79.17,88.56,110.75,130.55,0.109,0.057,0,0,0,1,3.43,10.21,39.6,60.4,348.0,390.0,6.20,6.94,NaN,NaN,NaN,NaN,wall_collision
5895,2164218,0.4749,0.4974,172.39,180.56,363,87.62,84.49,132.69,114.05,0.070,0.073,0,0,0,0,2.88,3.09,90.1,9.9,440.0,426.0,7.83,7.58,NaN,NaN,-0.05596,1.75465,wall_collision
5896,2164542,0.3901,0.4167,126.40,135.00,324,77.43,83.96,109.66,116.78,0.075,0.115,0,0,0,1,3.31,13.71,27.2,72.8,348.0,376.0,6.20,6.69,NaN,NaN,-0.24778,1.60963,wall_collision
5897,2164831,0.3953,0.4151,114.23,119.97,289,73.07,80.54,105.26,116.95,0.071,0.110,0,0,0,1,3.46,10.08,38.1,61.9,292.0,322.0,5.20,5.73,NaN,NaN,NaN,NaN,wall_collision
5898,2165193,0.3830,0.4337,138.64,157.02,362,77.92,87.58,112.65,115.97,0.081,0.075,0,0,0,1,3.57,20.68,21.5,78.5,392.0,438.0,6.98,7.80,NaN,NaN,-0.05766,7.56744,wall_collision
5899,2165559,0.4355,0.3895,159.40,142.54,366,87.10,80.06,116.28,108.69,0.080,0.093,0,0,0,0,3.87,15.92,98.6,1.4,440.0,406.0,7.83,7.23,NaN,NaN,-0.10064,2.66721,wall_collision
5900,2165917,0.4156,0.3790,148.77,135.68,358,87.44,79.90,122.48,117.00,0.079,0.072,0,0,0,0,3.34,16.30,100.0,0.0,434.0,396.0,7.73,7.05,NaN,NaN,NaN,NaN,wall_collision
5901,2166292,0.4113,0.3882,154.25,145.59,375,86.22,82.76,112.56,113.17,0.093,0.081,0,0,0,0,4.13,15.07,100.0,0.0,446.0,430.0,7.94,7.66,NaN,NaN,0.01136,1.62393,wall_collision
5902,2166675,0.3712,0.4625,142.17,177.15,383,83.18,87.26,125.64,119.87,0.067,0.076,0,0,0,1,3.41,19.23,23.5,76.5,442.0,461.0,7.87,8.21,NaN,NaN,-0.10108,1.00994,wall_collision
5903,2166995,0.3814,0.3654,122.04,116.93,320,78.84,77.59,111.04,114.15,0.092,0.060,0,0,0,0,3.51,4.79,100.0,0.0,350.0,344.0,6.23,6.12,NaN,NaN,NaN,NaN,wall_collision
